packet_length,packet_frame_len,source_ip,destination_ip,source_port,destination_port,received_time,time_difference,ttl,protocol
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:07:25,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:07:26,1,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:07:29,3,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:29,5,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:34,5,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,2.117.218.89,10.0.0.1,,,2023-06-15 13:07:29,,0,1
44,44,208.21.135.167,10.0.0.7,,,2023-06-15 13:07:29,0,0,2
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:39,5,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:44,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:49,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:54,5,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:07:29,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:07:30,1,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:07:59,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:08:04,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:08:09,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:08:14,5,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:11:29,239,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:29,195,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:11:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:34,5,64,17
44,44,2.117.218.89,10.0.0.1,,,2023-06-15 13:11:34,245,0,1
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:39,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:44,5,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:49,5,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:11:30,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:11:30,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:11:31,1,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:11:31,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:11:31,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:11:31,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:11:31,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:11:31,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:11:34,3,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:11:34,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:11:34,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:11:54,20,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:54,5,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:11:54,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:11:55,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:11:55,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:11:56,1,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:11:56,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:11:56,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:11:56,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:11:56,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:11:56,0,64,17
170,170,10.0.0.1,10.0.0.3,,,2023-06-15 13:11:58,2,64,1
170,170,10.0.0.3,10.0.0.1,,,2023-06-15 13:11:58,0,64,1
172,172,119.238.10.0,0.3.10.0,,,2023-06-15 13:11:59,25,0,0
170,170,10.0.0.1,10.0.0.3,,,2023-06-15 13:11:59,1,64,1
170,170,10.0.0.3,10.0.0.1,,,2023-06-15 13:11:59,0,64,1
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:11:59,5,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:11:59,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:00,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:00,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:01,1,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:01,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:01,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:01,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:01,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:01,0,64,17
44,44,53.223.130.192,10.0.0.8,,,2023-06-15 13:12:02,3,0,1
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:04,3,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:04,5,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:04,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:05,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:05,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:06,1,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:06,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:06,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:06,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:06,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:06,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:09,5,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:09,3,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:09,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:10,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:10,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:11,1,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:11,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:11,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:11,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:11,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:11,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:14,3,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:14,5,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:14,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:15,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:15,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:16,1,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:16,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:16,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:16,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:16,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:16,0,64,17
44,44,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:19,3,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:19,5,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:19,0,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:20,1,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:20,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:21,1,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:21,0,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:21,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:21,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:21,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:22,1,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:24,2,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:24,5,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:24,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:25,1,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:25,0,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:25,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:26,1,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:26,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:26,0,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:27,1,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:27,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:27,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:29,2,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:29,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:29,5,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:30,1,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:30,0,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:30,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:31,1,64,17
46,46,134.166.10.0,0.2.10.0,,,2023-06-15 13:12:31,29,64,0
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:31,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:32,1,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:32,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:32,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:32,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:34,2,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:34,5,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:34,0,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:35,1,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:35,0,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:35,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:36,1,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:37,1,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:37,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:37,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:37,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:37,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:39,2,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.7,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.8,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.9,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.10,45714,9564,2023-06-15 13:12:39,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:39,5,64,17
44,44,10.0.0.5,10.0.0.1,55881,9564,2023-06-15 13:12:40,1,64,17
44,44,10.0.0.3,10.0.0.1,47177,9564,2023-06-15 13:12:40,0,64,17
44,44,10.0.0.10,10.0.0.1,54888,9564,2023-06-15 13:12:40,0,64,17
44,44,10.0.0.8,10.0.0.1,39095,9564,2023-06-15 13:12:41,1,64,17
44,44,10.0.0.2,10.0.0.1,54990,9564,2023-06-15 13:12:42,1,64,17
44,44,10.0.0.9,10.0.0.1,54436,9564,2023-06-15 13:12:42,0,64,17
44,44,10.0.0.6,10.0.0.1,52629,9564,2023-06-15 13:12:42,0,64,17
44,44,10.0.0.4,10.0.0.1,52955,9564,2023-06-15 13:12:42,0,64,17
44,44,10.0.0.7,10.0.0.1,38413,9564,2023-06-15 13:12:42,0,64,17
43,43,10.0.0.21,10.0.0.1,39238,9564,2023-06-15 13:12:44,2,64,17
44,44,10.0.0.1,10.0.0.2,45714,9564,2023-06-15 13:12:44,0,64,17
44,44,10.0.0.1,10.0.0.3,45714,9564,2023-06-15 13:12:44,0,64,17
44,44,10.0.0.1,10.0.0.1,45714,9564,2023-06-15 13:12:44,5,64,17
44,44,10.0.0.1,10.0.0.4,45714,9564,2023-06-15 13:12:44,0,64,17
44,44,10.0.0.1,10.0.0.5,45714,9564,2023-06-15 13:12:44,0,64,17
44,44,10.0.0.1,10.0.0.6,45714,9564,2023-06-15 13:12:44,0,64,17
